"Data"	"t_value"	"FDR"	"pvalue"
gi|22209005|ref|NM_014433.2| Homo sapiens rhabdoid tumor deletion region gene 1 (RTDR1), mRNA	c(t = -0.276172211136293)	0.926803592889685	0.784996653596533
gi|82546842|ref|NM_004327.3| Homo sapiens breakpoint cluster region (BCR), transcript variant 1, mRNA	c(t = -2.64234607488346)	0.133226818696857	0.0162224436769385
gi|323276598|ref|NR_037839.1| Homo sapiens carboxylesterase 5A pseudogene 1 (CES5AP1), non-coding RNA	c(t = -0.437149784753209)	0.865115941825819	0.667600886614445
gi|158138499|ref|NR_003950.1| Homo sapiens zinc finger, DHHC-type containing 8 pseudogene 1 (ZDHHC8P1), non-coding RNA	c(t = 9.57607932654883)	6.57313776892909e-07	2.60124173504043e-08
gi|390979654|ref|NM_152855.2| Homo sapiens immunoglobulin lambda-like polypeptide 1 (IGLL1), transcript variant 2, mRNA	c(t = -1.16489329904168)	0.607238726896723	0.257868500462992
gi|390979652|ref|NM_020070.3| Homo sapiens immunoglobulin lambda-like polypeptide 1 (IGLL1), transcript variant 1, mRNA	c(t = -2.57463038022926)	0.135321134788676	0.0173013323017485
gi|303523894|ref|NM_016449.3| Homo sapiens chromosome 22 open reading frame 43 (C22orf43), mRNA	c(t = 8.7902161278771)	5.85593709253306e-07	2.13915510229518e-08
gi|23957679|ref|NM_153615.1| Homo sapiens ral guanine nucleotide dissociation stimulator-like 4 (RGL4), mRNA	c(t = -2.57922917985542)	0.147984120593386	0.0191455863781397
gi|206597510|ref|NM_013378.2| Homo sapiens pre-B lymphocyte 3 (VPREB3), mRNA	c(t = -0.340085402840498)	0.901730946032118	0.737031229861868
gi|194272213|ref|NM_182520.2| Homo sapiens chromosome 22 open reading frame 15 (C22orf15), mRNA	c(t = 0.0477248492957197)	0.991097627395237	0.962435747759758
gi|47497975|ref|NM_213720.1| Homo sapiens coiled-coil-helix-coiled-coil-helix domain containing 10 (CHCHD10), mRNA	c(t = 0.595246984085139)	0.813168896045585	0.557809906024414
gi|55956799|ref|NM_003073.3| Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 (SMARCB1), transcript variant 1, mRNA	c(t = 8.91381107364832)	3.12973309081127e-07	1.04800803649692e-08
gi|55956800|ref|NM_001007468.1| Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 (SMARCB1), transcript variant 2, mRNA	c(t = -2.20981521243814)	0.234477220182109	0.0388351503724748
gi|209364541|ref|NM_001135751.1| Homo sapiens derlin 3 (DERL3), transcript variant 1, mRNA	c(t = -0.0763913676185497)	0.983023902773662	0.939907897274529
gi|209364540|ref|NM_001002862.2| Homo sapiens derlin 3 (DERL3), transcript variant 2, mRNA	c(t = -1.86339605398615)	0.346099433738081	0.0766463163717899
gi|190684653|ref|NM_001024938.2| Homo sapiens solute carrier family 2 (facilitated glucose transporter), member 11 (SLC2A11), transcript variant 3, mRNA	c(t = -1.1617887134928)	0.618011600537383	0.265265253198694
gi|190684652|ref|NM_001024939.2| Homo sapiens solute carrier family 2 (facilitated glucose transporter), member 11 (SLC2A11), transcript variant 2, mRNA	c(t = 0.845889757264352)	0.731683920901747	0.407604741324261
gi|336594541|ref|NR_038911.1| Homo sapiens uncharacterized LOC284889 (LOC284889), non-coding RNA	c(t = -0.568154059593509)	0.824038462236922	0.575698103754562
gi|4505184|ref|NM_002415.1| Homo sapiens macrophage migration inhibitory factor (glycosylation-inhibiting factor) (MIF), mRNA	c(t = 8.90116906077535)	3.12973309081127e-07	1.03601642136703e-08
gi|145386546|ref|NM_001080843.2| Homo sapiens glutathione S-transferase theta 2B (gene/pseudogene) (GSTT2B), mRNA	c(t = -1.71286716023609)	0.386919361131478	0.100943519342998
gi|145386585|ref|NM_001355.3| Homo sapiens D-dopachrome tautomerase (DDT), transcript variant 1, mRNA	c(t = -0.679807378976755)	0.790898349885858	0.504901559065172
gi|145386530|ref|NM_001084392.1| Homo sapiens D-dopachrome tautomerase (DDT), transcript variant 2, mRNA	c(t = -6.07854741588803)	0.000191754397797887	1.5176908197093e-05
gi|145386544|ref|NM_000854.3| Homo sapiens glutathione S-transferase theta 2 (GSTT2), mRNA	c(t = 0.402702141433961)	0.880018892145421	0.691156390178139
gi|222136648|ref|NM_001144931.1| Homo sapiens D-dopachrome tautomerase-like (LOC391322), mRNA	c(t = 6.29984445963288)	3.95574794841284e-05	2.70941640302249e-06
gi|167466163|ref|NM_000853.2| Homo sapiens glutathione S-transferase theta 1 (GSTT1), mRNA	c(t = 1.36332738697662)	0.523426442986258	0.188815931488193
gi|98986317|ref|NR_003082.1| Homo sapiens glutathione S-transferase theta pseudogene 2 (GSTTP2), non-coding RNA	c(t = -1.7035422460816)	0.389085085891285	0.103045365213217
gi|313151187|ref|NM_012295.3| Homo sapiens calcineurin binding protein 1 (CABIN1), transcript variant 2, mRNA	c(t = -2.42069191587453)	0.196057767846913	0.0301397786187796
gi|319738621|ref|NM_001201429.1| Homo sapiens calcineurin binding protein 1 (CABIN1), transcript variant 3, mRNA	c(t = -1.17881013240928)	0.602565901491007	0.253794677600068
gi|313151180|ref|NM_001199281.1| Homo sapiens calcineurin binding protein 1 (CABIN1), transcript variant 1, mRNA	c(t = -1.54716484579063)	0.454060243374949	0.136090506233858
gi|153266906|ref|NM_001099782.1| Homo sapiens gamma-glutamyltransferase 5 (GGT5), transcript variant 3, mRNA	c(t = -0.225724975762778)	0.930308704817503	0.823552420590301
gi|513788260|ref|NM_015330.4| Homo sapiens sperm antigen with calponin homology and coiled-coil domains 1-like (SPECC1L), transcript variant 1, mRNA	c(t = -0.270865662038714)	0.926803592889685	0.789365343376411
gi|513788263|ref|NM_001254732.2| Homo sapiens sperm antigen with calponin homology and coiled-coil domains 1-like (SPECC1L), transcript variant 3, mRNA	c(t = -1.95036747600414)	0.322716179750497	0.0667834216433539
gi|361050352|ref|NM_001254733.1| Homo sapiens sperm antigen with calponin homology and coiled-coil domains 1-like (SPECC1L), transcript variant 4, mRNA	c(t = -0.602062649081252)	0.811878226618563	0.553609506126509
gi|511772968|ref|NM_000675.5| Homo sapiens adenosine A2a receptor (ADORA2A), transcript variant 3, mRNA	c(t = 1.38897763625092)	0.516627774963478	0.179033869101196
gi|258679451|ref|NR_028483.1| Homo sapiens ADORA2A antisense RNA 1 (ADORA2A-AS1), transcript variant 2, non-coding RNA	c(t = -0.494869165269274)	0.851882036773694	0.626269442559656
gi|56550123|ref|NM_016327.2| Homo sapiens ureidopropionase, beta (UPB1), mRNA	c(t = -0.687969019083984)	0.790720578447985	0.498753806061153
gi|50845406|ref|NM_031444.2| Homo sapiens guanylyl cyclase domain containing 1 (GUCD1), mRNA	c(t = -0.920913110832472)	0.693061048030822	0.369139606866687
gi|134288866|ref|NM_207644.2| Homo sapiens family with sequence similarity 211, member B (FAM211B), mRNA	c(t = 1.31026781300641)	0.534760982381931	0.205266454521126
gi|295293069|ref|NM_001032364.2| Homo sapiens gamma-glutamyltransferase 1 (GGT1), transcript variant 4, mRNA	c(t = 10.0373656927778)	9.50199262455106e-08	1.15701584469419e-09
gi|73915089|ref|NM_005265.2| Homo sapiens gamma-glutamyltransferase 1 (GGT1), transcript variant 1, mRNA	c(t = -0.300421722384733)	0.923184839801494	0.767212971889826
gi|295293070|ref|NM_001032365.2| Homo sapiens gamma-glutamyltransferase 1 (GGT1), transcript variant 5, mRNA	c(t = 0.698436187146786)	0.78874129446617	0.492337988265939
gi|213688384|ref|NR_024494.1| Homo sapiens breakpoint cluster region pseudogene 3 (BCRP3), non-coding RNA	c(t = -0.741548656855613)	0.766226435309497	0.466280518314256
gi|218083819|ref|NR_024593.1| Homo sapiens POM121 transmembrane nucleoporin-like 10, pseudogene (POM121L10P), non-coding RNA	c(t = -0.476471708201808)	0.857783531298099	0.638441623751553
gi|364023795|ref|NM_001255975.1| Homo sapiens piwi-like RNA-mediated gene silencing 3 (PIWIL3), transcript variant 2, mRNA	c(t = -1.57519241343091)	0.448013070044966	0.130926193985743
gi|364023794|ref|NM_001008496.3| Homo sapiens piwi-like RNA-mediated gene silencing 3 (PIWIL3), transcript variant 1, mRNA	c(t = -0.0338696873042855)	0.993383459748863	0.973290583481758
gi|364023798|ref|NR_045648.1| Homo sapiens piwi-like RNA-mediated gene silencing 3 (PIWIL3), transcript variant 3, non-coding RNA	c(t = -2.15194256762725)	0.250221643545685	0.0426557444096145
gi|148612873|ref|NM_001039948.2| Homo sapiens small G protein signaling modulator 1 (SGSM1), transcript variant 1, mRNA	c(t = -0.464302323286582)	0.858961323563125	0.647110109293713
gi|148612799|ref|NM_133454.2| Homo sapiens small G protein signaling modulator 1 (SGSM1), transcript variant 2, mRNA	c(t = -0.682851931635906)	0.790720578447985	0.502025077677895
gi|48717248|ref|NM_001001663.1| Homo sapiens transmembrane protein 211 (TMEM211), mRNA	c(t = 5.44019070367368)	0.000291159167269911	2.34877258223824e-05
gi|209447021|ref|NM_001135772.1| Homo sapiens low density lipoprotein receptor-related protein 5-like (LRP5L), transcript variant 2, mRNA	c(t = -2.37263427445257)	0.18388806854877	0.0269836443962301
gi|298358761|ref|NR_033733.1| Homo sapiens crystallin, beta B2 pseudogene 1 (CRYBB2P1), transcript variant 1, non-coding RNA	c(t = -1.30459054524598)	0.534760982381931	0.205516972256144
gi|51317365|ref|NM_032608.5| Homo sapiens myosin XVIIIB (MYO18B), mRNA	c(t = -2.09145444678621)	0.274610333714329	0.0484852339586944
gi|296179434|ref|NM_021115.4| Homo sapiens seizure related 6 homolog (mouse)-like (SEZ6L), transcript variant 1, mRNA	c(t = -0.782023386424825)	0.752954917519791	0.442601426766235
gi|194328778|ref|NM_020437.4| Homo sapiens aspartate beta-hydroxylase domain containing 2 (ASPHD2), mRNA	c(t = -1.28592647363743)	0.538781410081394	0.212396324522193
gi|402747156|ref|NR_073135.1| Homo sapiens Hermansky-Pudlak syndrome 4 (HPS4), transcript variant 5, non-coding RNA	c(t = -0.644884399307232)	0.798782153851035	0.52644242407534
gi|402744305|ref|NM_152841.2| Homo sapiens Hermansky-Pudlak syndrome 4 (HPS4), transcript variant 2, mRNA	c(t = -1.59881016739362)	0.436111844297477	0.124129246398216
gi|402747157|ref|NR_073136.1| Homo sapiens Hermansky-Pudlak syndrome 4 (HPS4), transcript variant 6, non-coding RNA	c(t = -0.243389523139684)	0.930308704817503	0.810022425823779
gi|149944589|ref|NM_001013694.2| Homo sapiens SRR1 domain containing (SRRD), mRNA	c(t = -0.801044955602157)	0.750674637083383	0.436336293067576
gi|56788354|ref|NM_012143.2| Homo sapiens tuftelin interacting protein 11 (TFIP11), transcript variant 2, mRNA	c(t = -0.525509620754854)	0.844995756643281	0.604487070962469
gi|56788355|ref|NM_001008697.1| Homo sapiens tuftelin interacting protein 11 (TFIP11), transcript variant 1, mRNA	c(t = 0.0617843700376774)	0.988465443096526	0.951328801418547
gi|56699462|ref|NM_003595.3| Homo sapiens tyrosylprotein sulfotransferase 2 (TPST2), transcript variant 2, mRNA	c(t = -1.23516956393795)	0.559720850393713	0.230022267285088
gi|56699464|ref|NM_001008566.1| Homo sapiens tyrosylprotein sulfotransferase 2 (TPST2), transcript variant 1, mRNA	c(t = 0.176350438754957)	0.945207605893533	0.861655364886534
gi|269847124|ref|NR_031615.1| Homo sapiens microRNA 548j (MIR548J), microRNA	c(t = -0.892161669686753)	0.701068910707409	0.383080272365236
gi|156938341|ref|NM_001886.2| Homo sapiens crystallin, beta A4 (CRYBA4), mRNA	c(t = 0.558890440567099)	0.827654195530768	0.582003406902915
gi|288682978|ref|NR_003491.2| Homo sapiens myocardial infarction associated transcript (non-protein coding) (MIAT), transcript variant 1, non-coding RNA	c(t = -1.02852533650436)	0.644702648305992	0.315467442022057
gi|288683057|ref|NR_033319.1| Homo sapiens myocardial infarction associated transcript (non-protein coding) (MIAT), transcript variant 2, non-coding RNA	c(t = -0.232899723975874)	0.930308704817503	0.817992451628849
gi|288683284|ref|NR_033321.1| Homo sapiens myocardial infarction associated transcript (non-protein coding) (MIAT), transcript variant 4, non-coding RNA	c(t = -3.17511853626824)	0.0430215675839413	0.00438728314782963
gi|55956909|ref|NM_002430.2| Homo sapiens meningioma (disrupted in balanced translocation) 1 (MN1), mRNA	c(t = 0.501286253867698)	0.850410838453848	0.621178351037232
gi|51873061|ref|NM_012399.3| Homo sapiens phosphatidylinositol transfer protein, beta (PITPNB), mRNA	c(t = 9.59031371252244)	1.6336593566777e-07	4.45635102308932e-09
gi|224028240|ref|NR_026963.1| Homo sapiens TTC28 antisense RNA 1 (TTC28-AS1), transcript variant 1, non-coding RNA	c(t = 0.735204020597853)	0.766226435309497	0.470089643077592
gi|224028239|ref|NR_026962.1| Homo sapiens TTC28 antisense RNA 1 (TTC28-AS1), transcript variant 2, non-coding RNA	c(t = -6.61964238032423)	1.87787253717738e-05	1.20046646212253e-06
gi|301171821|ref|NR_036169.1| Homo sapiens microRNA 3199-1 (MIR3199-1), microRNA	c(t = -0.828743899124318)	0.739025101542302	0.4161937405946
gi|224028288|ref|NM_001145418.1| Homo sapiens tetratricopeptide repeat domain 28 (TTC28), mRNA	c(t = -3.50314869389218)	0.0264329908303828	0.00249443749084283
gi|54112405|ref|NM_145862.2| Homo sapiens checkpoint kinase 2 (CHEK2), transcript variant 2, mRNA	c(t = -1.36822269103342)	0.521381877493523	0.186015397058425
gi|54112404|ref|NM_007194.3| Homo sapiens checkpoint kinase 2 (CHEK2), transcript variant 1, mRNA	c(t = 1.36286980441187)	0.521381877493523	0.187284814442118
gi|54112406|ref|NM_001005735.1| Homo sapiens checkpoint kinase 2 (CHEK2), transcript variant 3, mRNA	c(t = 0.824249961645957)	0.741376123312012	0.419774608633285
gi|50301233|ref|NM_172002.3| Homo sapiens HscB iron-sulfur cluster co-chaperone homolog (E. coli) (HSCB), mRNA	c(t = 0.467085181370565)	0.858961323563125	0.646286001569146
gi|118640872|ref|NM_001079539.1| Homo sapiens X-box binding protein 1 (XBP1), transcript variant 2, mRNA	c(t = -2.6412152207557)	0.135321134788676	0.0168354388015872
gi|172072591|ref|NM_005080.3| Homo sapiens X-box binding protein 1 (XBP1), transcript variant 1, mRNA	c(t = -1.3292910342095)	0.534760982381931	0.20117127467657
gi|332801079|ref|NM_001206998.1| Homo sapiens zinc and ring finger 3 (ZNRF3), transcript variant 1, mRNA	c(t = -1.44066887533014)	0.497980259607172	0.164380108642636
gi|332801078|ref|NM_032173.3| Homo sapiens zinc and ring finger 3 (ZNRF3), transcript variant 2, mRNA	c(t = -1.40137439386074)	0.511954526531054	0.175530342695728
gi|390125166|ref|NR_046851.1| Homo sapiens ZNRF3 antisense RNA 1 (ZNRF3-AS1), non-coding RNA	c(t = -0.450566227934602)	0.859475510095025	0.657725243399625
gi|288915534|ref|NM_032045.4| Homo sapiens kringle containing transmembrane protein 1 (KREMEN1), transcript variant 2, mRNA	c(t = 0.452374888361519)	0.859475510095025	0.655544739396101
gi|227116324|ref|NM_001039570.2| Homo sapiens kringle containing transmembrane protein 1 (KREMEN1), transcript variant 3, mRNA	c(t = 0.0478812414377147)	0.991097627395237	0.96226596115292
gi|392730057|ref|NM_001267895.1| Homo sapiens EMI domain containing 1 (EMID1), transcript variant 2, mRNA	c(t = -1.07188275468999)	0.63137332703279	0.296796525031741
gi|11072100|ref|NM_012265.1| Homo sapiens rhomboid domain containing 3 (RHBDD3), mRNA	c(t = -0.942802134051675)	0.686755603140189	0.35606727966381
gi|253970497|ref|NM_005243.3| Homo sapiens EWS RNA-binding protein 1 (EWSR1), transcript variant 2, mRNA	c(t = 0.74055840370998)	0.766226435309497	0.469278038002966
gi|253970503|ref|NM_001163286.1| Homo sapiens EWS RNA-binding protein 1 (EWSR1), transcript variant 4, mRNA	c(t = -0.56419060108683)	0.825205892580481	0.579025748066365
gi|523525263|ref|NM_152236.2| Homo sapiens growth arrest-specific 2 like 1 (GAS2L1), transcript variant 2, mRNA	c(t = 0.735458156176637)	0.766226435309497	0.469840613050289
gi|523525264|ref|NM_006478.4| Homo sapiens growth arrest-specific 2 like 1 (GAS2L1), transcript variant 1, mRNA	c(t = 10.8835296988387)	3.01395895796868e-08	2.53175644491036e-10
gi|392050747|ref|NM_006477.4| Homo sapiens RAS-like, family 10, member A (RASL10A), mRNA	c(t = -0.572468611338072)	0.823752827074818	0.572990931466045
gi|260436863|ref|NM_001166019.1| Homo sapiens adaptor-related protein complex 1, beta 1 subunit (AP1B1), transcript variant 3, mRNA	c(t = -1.48410097562258)	0.473194833744623	0.151969725905807
gi|260436859|ref|NM_145730.2| Homo sapiens adaptor-related protein complex 1, beta 1 subunit (AP1B1), transcript variant 2, mRNA	c(t = -1.80980948070428)	0.363879662753525	0.0868443101562279
gi|260436861|ref|NM_001127.3| Homo sapiens adaptor-related protein complex 1, beta 1 subunit (AP1B1), transcript variant 1, mRNA	c(t = -0.732685482681557)	0.766226435309497	0.471580244537114
gi|312147439|ref|NR_037426.1| Homo sapiens microRNA 3653 (MIR3653), microRNA	c(t = 4.35640198080828)	0.00478871543137287	0.000415459329662487
gi|154800499|ref|NR_003686.1| Homo sapiens small nucleolar RNA, C/D box 125 (SNORD125), small nucleolar RNA	c(t = 5.32367946144494)	0.000522341048137229	4.29321409427859e-05
gi|209180487|ref|NR_002727.2| Homo sapiens RFPL1 antisense RNA 1 (RFPL1S), antisense RNA	c(t = -1.02839590623327)	0.644702648305992	0.317453933327259
gi|50959101|ref|NM_001002877.1| Homo sapiens THO complex 5 (THOC5), transcript variant 3, mRNA	c(t = -0.0300614579122273)	0.994464191078629	0.976300461561211
gi|50959114|ref|NM_001002879.1| Homo sapiens THO complex 5 (THOC5), transcript variant 2, mRNA	c(t = -1.31734696693808)	0.534760982381931	0.201853188267634
gi|50959109|ref|NM_001002878.1| Homo sapiens THO complex 5 (THOC5), transcript variant 1, mRNA	c(t = -0.553151348047953)	0.831250426029252	0.585797484401132
gi|321267507|ref|NM_003634.3| Homo sapiens nipsnap homolog 1 (C. elegans) (NIPSNAP1), transcript variant 1, mRNA	c(t = -1.00129150469491)	0.654994605181756	0.327575423279339
gi|163644290|ref|NM_181833.2| Homo sapiens neurofibromin 2 (merlin) (NF2), transcript variant 9, mRNA	c(t = -0.196553598988306)	0.938896266602047	0.8460069860402
gi|163644287|ref|NM_181829.2| Homo sapiens neurofibromin 2 (merlin) (NF2), transcript variant 6, mRNA	c(t = -0.688470303207152)	0.790720578447985	0.498823160437376
gi|163644288|ref|NM_181830.2| Homo sapiens neurofibromin 2 (merlin) (NF2), transcript variant 7, mRNA	c(t = -2.48330858953714)	0.162839547022867	0.0228024936470377
gi|163644291|ref|NM_181825.2| Homo sapiens neurofibromin 2 (merlin) (NF2), transcript variant 12, mRNA	c(t = -1.32291138219349)	0.534760982381931	0.199949028527567
gi|163644292|ref|NM_181831.2| Homo sapiens neurofibromin 2 (merlin) (NF2), transcript variant 13, mRNA	c(t = -0.382336271028508)	0.887302716599006	0.705887039735157
gi|209571529|ref|NM_182527.2| Homo sapiens calcium binding protein 7 (CABP7), mRNA	c(t = 0.123550782836335)	0.963124688870811	0.903021017267001
gi|51173754|ref|NM_001003692.1| Homo sapiens zinc finger, matrin-type 5 (ZMAT5), transcript variant 2, mRNA	c(t = -0.310784150034928)	0.919159982240197	0.759379014480792
gi|51173753|ref|NM_019103.2| Homo sapiens zinc finger, matrin-type 5 (ZMAT5), transcript variant 1, mRNA	c(t = 8.41114316601834)	1.12892735589884e-06	5.20902925002292e-08
gi|339275992|ref|NM_001242906.1| Homo sapiens activating signal cointegrator 1 complex subunit 2 (ASCC2), transcript variant 2, mRNA	c(t = 1.29103045829758)	0.537832517392689	0.211203636966992
gi|148276974|ref|NM_021090.3| Homo sapiens myotubularin related protein 3 (MTMR3), transcript variant 3, mRNA	c(t = -1.171990893356)	0.605383273504106	0.256159132472057
gi|148276973|ref|NM_153050.2| Homo sapiens myotubularin related protein 3 (MTMR3), transcript variant 1, mRNA	c(t = -0.644607854754377)	0.798782153851035	0.525854274161214
gi|148276975|ref|NM_153051.2| Homo sapiens myotubularin related protein 3 (MTMR3), transcript variant 2, mRNA	c(t = -0.741701073644118)	0.766226435309497	0.466357754538998
gi|380418323|ref|NM_001257135.1| Homo sapiens leukemia inhibitory factor (LIF), transcript variant 2, mRNA	c(t = -1.10058822573257)	0.63137332703279	0.283164532472693
gi|380418322|ref|NM_002309.4| Homo sapiens leukemia inhibitory factor (LIF), transcript variant 1, mRNA	c(t = 0.287379429956478)	0.926803592889685	0.777096328456495
gi|317008625|ref|NM_020530.4| Homo sapiens oncostatin M (OSM), mRNA	c(t = -2.27122944711895)	0.215936520060536	0.034528220455799
gi|194239682|ref|NM_001037666.2| Homo sapiens GATS protein-like 3 (GATSL3), mRNA	c(t = -0.505994968912861)	0.850410838453848	0.618573327221288
gi|323668288|ref|NM_031937.2| Homo sapiens TBC1 domain family, member 10A (TBC1D10A), transcript variant 2, mRNA	c(t = 0.0606064100025484)	0.988465443096526	0.952357116408069
gi|53831993|ref|NM_005877.4| Homo sapiens splicing factor 3a, subunit 1, 120kDa (SF3A1), transcript variant 1, mRNA	c(t = -1.05137821141443)	0.640072320231656	0.305672822161043
gi|194353963|ref|NM_001017437.2| Homo sapiens coiled-coil domain containing 157 (CCDC157), mRNA	c(t = -1.92494033208474)	0.322716179750497	0.0681959037097852
gi|63025219|ref|NM_001017981.1| Homo sapiens ring finger protein 215 (RNF215), mRNA	c(t = -0.179403702798608)	0.945207605893533	0.859595180360167
gi|323639469|ref|NM_012429.3| Homo sapiens SEC14-like 2 (S. cerevisiae) (SEC14L2), transcript variant 1, mRNA	c(t = -1.13401337262883)	0.620847989447336	0.269392638520762
gi|323639471|ref|NM_001204204.1| Homo sapiens SEC14-like 2 (S. cerevisiae) (SEC14L2), transcript variant 3, mRNA	c(t = 0.779159536993666)	0.752954917519791	0.444511459071932
gi|323639470|ref|NM_033382.2| Homo sapiens SEC14-like 2 (S. cerevisiae) (SEC14L2), transcript variant 2, mRNA	c(t = -1.35015539413371)	0.524858607327364	0.191387537060413
gi|323639474|ref|NM_016498.4| Homo sapiens mitochondrial fission process 1 (MTFP1), transcript variant 1, mRNA	c(t = -0.4451066169837)	0.859740424419292	0.66083548604527
gi|323641475|ref|NM_001003704.2| Homo sapiens mitochondrial fission process 1 (MTFP1), transcript variant 2, mRNA	c(t = 0.904585217979327)	0.693061048030822	0.375539928613353
gi|238624154|ref|NM_174975.4| Homo sapiens SEC14-like 3 (S. cerevisiae) (SEC14L3), transcript variant 1, mRNA	c(t = -0.719306691773772)	0.774974751782396	0.480083293722123
gi|383792171|ref|NM_001257379.1| Homo sapiens SEC14-like 3 (S. cerevisiae) (SEC14L3), transcript variant 3, mRNA	c(t = 0.542508878689802)	0.832884754991339	0.593287770678762
gi|383792173|ref|NM_001257382.1| Homo sapiens SEC14-like 3 (S. cerevisiae) (SEC14L3), transcript variant 4, mRNA	c(t = -0.693215414411011)	0.790341994392189	0.49561781079084
gi|38016159|ref|NR_001580.1| Homo sapiens syndecan 4 pseudogene (SDC4P), non-coding RNA	c(t = -0.795732397434427)	0.750674637083383	0.435937702222424
gi|238624166|ref|NM_001161368.1| Homo sapiens SEC14-like 4 (S. cerevisiae) (SEC14L4), transcript variant 2, mRNA	c(t = 1.30508194618149)	0.534760982381931	0.205456104186106
gi|238624165|ref|NM_174977.3| Homo sapiens SEC14-like 4 (S. cerevisiae) (SEC14L4), transcript variant 1, mRNA	c(t = -7.43391807657165)	3.67920942559597e-06	1.96000502124595e-07
gi|304766517|ref|NM_001193336.2| Homo sapiens SEC14-like 6 (S. cerevisiae) (SEC14L6), mRNA	c(t = -8.5176454145612)	2.88792504469116e-06	1.49451219968797e-07
gi|4758087|ref|NM_004861.1| Homo sapiens galactose-3-O-sulfotransferase 1 (GAL3ST1), mRNA	c(t = -2.36149887001302)	0.19737838017147	0.0307186493635734
gi|342672052|ref|NM_001243225.1| Homo sapiens pescadillo ribosomal biogenesis factor 1 (PES1), transcript variant 3, mRNA	c(t = 11.1768670024322)	3.01395895796868e-08	1.63563079100539e-10
gi|296080702|ref|NM_000355.3| Homo sapiens transcobalamin II (TCN2), transcript variant 1, mRNA	c(t = -0.468195780190916)	0.858961323563125	0.644389270501324
gi|109948261|ref|NM_001001479.2| Homo sapiens solute carrier family 35, member E4 (SLC35E4), mRNA	c(t = -0.91300407763154)	0.693061048030822	0.37117772636735
gi|51093844|ref|NM_152511.3| Homo sapiens dual specificity phosphatase 18 (DUSP18), mRNA	c(t = -0.579353411788833)	0.82224451205701	0.569342817419819
gi|75905817|ref|NM_030758.3| Homo sapiens oxysterol binding protein 2 (OSBP2), transcript variant 1, mRNA	c(t = 0.144344320486696)	0.956596089887211	0.886707791082666
gi|301171833|ref|NR_036171.1| Homo sapiens microRNA 3200 (MIR3200), microRNA	c(t = 0.0816801518049783)	0.983023902773662	0.93566587890013
gi|223941897|ref|NR_026920.1| Homo sapiens MORC2 antisense RNA 1 (MORC2-AS1), non-coding RNA	c(t = -2.36732054211852)	0.18388806854877	0.0271493799836084
gi|71040112|ref|NR_002323.1| Homo sapiens taurine upregulated 1 (non-protein coding) (TUG1), non-coding RNA	c(t = -1.29552462447771)	0.537832517392689	0.209946887600045
gi|333360854|ref|NM_134269.2| Homo sapiens smoothelin (SMTN), transcript variant 2, mRNA	c(t = 0.185177128585281)	0.945207605893533	0.854890394314272
gi|333360855|ref|NM_134270.2| Homo sapiens smoothelin (SMTN), transcript variant 1, mRNA	c(t = 1.85877355630671)	0.346099433738081	0.0769109852751292
gi|333360853|ref|NM_006932.4| Homo sapiens smoothelin (SMTN), transcript variant 3, mRNA	c(t = -0.779775938286333)	0.752954917519791	0.445813489977471
gi|333360857|ref|NM_001207017.1| Homo sapiens smoothelin (SMTN), transcript variant 4, mRNA	c(t = 0.502843348488557)	0.850410838453848	0.620624370644464
gi|333360859|ref|NM_001207018.1| Homo sapiens smoothelin (SMTN), transcript variant 5, mRNA	c(t = -0.501226085174682)	0.850410838453848	0.62163609596403
gi|46370092|ref|NM_080430.2| Homo sapiens selenoprotein M (SELM), mRNA	c(t = -0.209782796210598)	0.93225758304423	0.835768213718495
gi|142976883|ref|NM_015715.3| Homo sapiens phospholipase A2, group III (PLA2G3), mRNA	c(t = -1.05781451823817)	0.640072320231656	0.303093971046068
gi|312147097|ref|NR_037496.1| Homo sapiens microRNA 3928 (MIR3928), microRNA	c(t = -2.03102730247644)	0.298427423053035	0.0554157467465301
gi|209529685|ref|NR_024210.1| Homo sapiens ring finger protein 185 (RNF185), transcript variant 5, non-coding RNA	c(t = 0.17348291317046)	0.945207605893533	0.863858238524391
gi|209529688|ref|NR_024211.1| Homo sapiens ring finger protein 185 (RNF185), transcript variant 6, non-coding RNA	c(t = -1.07782979026376)	0.63137332703279	0.292801833472931
gi|209529689|ref|NR_024212.1| Homo sapiens ring finger protein 185 (RNF185), transcript variant 7, non-coding RNA	c(t = -1.86112997995883)	0.346099433738081	0.076248234056365
gi|73390104|ref|NM_005569.3| Homo sapiens LIM domain kinase 2 (LIMK2), transcript variant 2a, mRNA	c(t = -1.99128733323242)	0.313006601680801	0.0595522453730595
gi|73390131|ref|NM_016733.2| Homo sapiens LIM domain kinase 2 (LIMK2), transcript variant 2b, mRNA	c(t = 0.232962153232347)	0.930308704817503	0.817948378392469
gi|73390139|ref|NM_001031801.1| Homo sapiens LIM domain kinase 2 (LIMK2), transcript variant 1, mRNA	c(t = -1.08373483080456)	0.63137332703279	0.29022234587103
gi|209571505|ref|NM_052880.4| Homo sapiens phosphoinositide-3-kinase interacting protein 1 (PIK3IP1), transcript variant 1, mRNA	c(t = -0.100366931504671)	0.975133920242134	0.921308034181576
