Level,sample_01,sample_02,sample_03,sample_04,sample_05,sample_06,sample_07,sample_08,sample_09,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24
"gi|209364539|ref|NM_198440.3| Homo sapiens derlin 3 (DERL3), transcript variant 3, mRNA",737,826,2647,1450,387,298,3375,284,907,648,1209,960,8,1027,402,764,436,159,446,767,160,630,1267,1119
"gi|190684654|ref|NM_030807.3| Homo sapiens solute carrier family 2 (facilitated glucose transporter), member 11 (SLC2A11), transcript variant 1, mRNA",310,710,855,42,676,893,464,1131,351,1092,110,4030,276,140,1387,40,1248,395,42,96,201,236,39,23
"gi|190684653|ref|NM_001024938.2| Homo sapiens solute carrier family 2 (facilitated glucose transporter), member 11 (SLC2A11), transcript variant 3, mRNA",38,644,361,140,121,505,556,182,613,141,651,76,355,360,231,50,630,631,310,105,287,202,111,632
"gi|190684652|ref|NM_001024939.2| Homo sapiens solute carrier family 2 (facilitated glucose transporter), member 11 (SLC2A11), transcript variant 2, mRNA",131,554,29,399,3,757,202,410,204,507,173,1701,683,152,470,816,779,862,485,83,47,1099,119,129
"gi|336594541|ref|NR_038911.1| Homo sapiens uncharacterized LOC284889 (LOC284889), non-coding RNA",137,571,758,547,259,123,277,80,201,1381,1543,106,229,21,156,538,197,69,188,922,12,452,1704,72
"gi|4505184|ref|NM_002415.1| Homo sapiens macrophage migration inhibitory factor (glycosylation-inhibiting factor) (MIF), mRNA",207,66,228,852,33,120,314,424,137,256,10,272,204,32,38,87,136,95,73,6,141,77,33,191
"gi|145386546|ref|NM_001080843.2| Homo sapiens glutathione S-transferase theta 2B (gene/pseudogene) (GSTT2B), mRNA",75,96,318,152,64,25,189,93,21,80,272,81,339,93,227,29,94,390,43,96,301,121,366,101
"gi|145386558|ref|NM_001084393.1| Homo sapiens D-dopachrome tautomerase-like (DDTL), mRNA",1433,542,829,615,337,109,55,392,159,76,1164,389,412,174,908,846,419,339,497,522,659,344,633,115
"gi|145386585|ref|NM_001355.3| Homo sapiens D-dopachrome tautomerase (DDT), transcript variant 1, mRNA",103,280,46,54,65,203,218,87,16,151,304,192,39,64,189,80,69,96,200,392,63,411,53,261
"gi|145386530|ref|NM_001084392.1| Homo sapiens D-dopachrome tautomerase (DDT), transcript variant 2, mRNA",305,15,300,97,5,210,126,150,1,188,14,8,206,73,57,128,42,4,26,132,25,82,29,85
"gi|145386544|ref|NM_000854.3| Homo sapiens glutathione S-transferase theta 2 (GSTT2), mRNA",170,56,15,62,151,242,263,114,202,131,43,209,101,23,574,572,53,528,61,83,380,170,25,397
"gi|98162690|ref|NR_003081.1| Homo sapiens glutathione S-transferase theta pseudogene 1 (GSTTP1), non-coding RNA",224,51,355,195,491,41,193,140,123,482,133,169,82,206,76,125,348,250,32,201,139,92,155,58
"gi|222136648|ref|NM_001144931.1| Homo sapiens D-dopachrome tautomerase-like (LOC391322), mRNA",420,397,206,117,320,58,524,60,1,5,302,297,5,402,176,11,90,72,194,5,96,352,43,54
"gi|167466163|ref|NM_000853.2| Homo sapiens glutathione S-transferase theta 1 (GSTT1), mRNA",259,450,260,423,55,137,38,322,277,3,145,706,520,168,31,138,4,16,150,393,100,272,12,414
"gi|98986317|ref|NR_003082.1| Homo sapiens glutathione S-transferase theta pseudogene 2 (GSTTP2), non-coding RNA",387,239,192,57,60,963,42,135,42,579,53,869,318,1392,95,272,546,433,56,468,332,55,215,202
"gi|313151187|ref|NM_012295.3| Homo sapiens calcineurin binding protein 1 (CABIN1), transcript variant 2, mRNA",1270,224,114,126,480,1775,2969,974,4742,7995,1068,1980,892,1509,1481,3233,1783,877,2560,847,363,299,404,2410
"gi|319738621|ref|NM_001201429.1| Homo sapiens calcineurin binding protein 1 (CABIN1), transcript variant 3, mRNA",190,455,811,3509,32,1122,495,2677,884,2227,1641,3697,249,504,442,197,667,1456,151,1874,1178,82,1118,412
"gi|313151180|ref|NM_001199281.1| Homo sapiens calcineurin binding protein 1 (CABIN1), transcript variant 1, mRNA",382,4183,662,1012,1776,439,102,1337,851,2171,1166,1756,818,742,1745,574,679,579,4463,522,61,699,96,155
"gi|55956886|ref|NM_019601.3| Homo sapiens sushi domain containing 2 (SUSD2), mRNA",1931,949,1207,736,352,102,901,455,78,1250,444,534,987,272,978,58,755,1578,786,724,680,174,206,674
"gi|153266906|ref|NM_001099782.1| Homo sapiens gamma-glutamyltransferase 5 (GGT5), transcript variant 3, mRNA",970,143,983,209,959,114,427,58,1427,2199,911,650,177,453,857,344,360,315,176,211,191,705,209,127
"gi|153266884|ref|NM_004121.2| Homo sapiens gamma-glutamyltransferase 5 (GGT5), transcript variant 2, mRNA",16,442,259,263,187,39,360,36,439,128,102,33,75,276,1294,329,500,803,361,82,3277,1037,1423,625
"gi|153266900|ref|NM_001099781.1| Homo sapiens gamma-glutamyltransferase 5 (GGT5), transcript variant 1, mRNA",986,406,1608,1975,902,261,1986,279,465,462,1037,487,57,75,64,655,158,455,18,1076,387,201,1644,304
"gi|156713452|ref|NR_003714.1| Homo sapiens POM121 transmembrane nucleoporin-like 9, pseudogene (POM121L9P), non-coding RNA",747,1004,4404,2,1199,1219,1705,689,720,1168,1036,422,802,946,1849,336,209,918,2588,772,265,1028,582,55
"gi|513788260|ref|NM_015330.4| Homo sapiens sperm antigen with calponin homology and coiled-coil domains 1-like (SPECC1L), transcript variant 1, mRNA",1895,4649,1421,969,733,1941,970,2995,2068,171,690,1754,572,1547,228,273,515,2796,3832,457,654,4971,1706,72
"gi|513788258|ref|NM_001145468.3| Homo sapiens sperm antigen with calponin homology and coiled-coil domains 1-like (SPECC1L), transcript variant 2, mRNA",527,1314,1835,740,390,123,483,734,84,996,29,649,10,1297,2759,1612,1277,456,1485,2369,2083,1718,2111,634
"gi|513788263|ref|NM_001254732.2| Homo sapiens sperm antigen with calponin homology and coiled-coil domains 1-like (SPECC1L), transcript variant 3, mRNA",659,3353,762,514,3428,1390,573,1287,5315,1944,1302,2486,992,2856,2585,78,1293,617,462,571,1552,1510,6579,1758
"gi|361050352|ref|NM_001254733.1| Homo sapiens sperm antigen with calponin homology and coiled-coil domains 1-like (SPECC1L), transcript variant 4, mRNA",367,2627,459,630,752,514,42,856,1670,242,1509,73,370,1706,1046,77,285,165,891,173,877,148,1299,138
"gi|511772968|ref|NM_000675.5| Homo sapiens adenosine A2a receptor (ADORA2A), transcript variant 3, mRNA",544,30,39,563,930,97,981,520,1311,185,256,296,301,166,115,628,20,655,297,1107,381,610,134,495
"gi|258679453|ref|NR_028484.1| Homo sapiens ADORA2A antisense RNA 1 (ADORA2A-AS1), transcript variant 1, non-coding RNA",199,583,721,1356,304,251,901,1709,1484,1055,1430,135,272,342,611,307,403,233,990,1176,772,484,605,243
"gi|258679451|ref|NR_028483.1| Homo sapiens ADORA2A antisense RNA 1 (ADORA2A-AS1), transcript variant 2, non-coding RNA",262,1114,422,1008,836,213,1166,397,46,339,109,497,361,747,274,355,307,625,80,218,891,163,10,470
"gi|56550123|ref|NM_016327.2| Homo sapiens ureidopropionase, beta (UPB1), mRNA",122,7,20,77,384,211,52,30,13,496,709,338,202,83,1397,324,68,787,167,230,1256,2041,46,275
"gi|50845406|ref|NM_031444.2| Homo sapiens guanylyl cyclase domain containing 1 (GUCD1), mRNA",475,650,463,285,382,1720,312,640,130,1170,700,619,644,369,1682,1961,95,1707,318,378,33,2453,625,60
"gi|521258686|ref|NM_004175.4| Homo sapiens small nuclear ribonucleoprotein D3 polypeptide 18kDa (SNRPD3), transcript variant 1, mRNA",5019,3192,559,2172,2945,673,3364,1342,251,4313,375,1044,331,4093,2663,267,122,2049,1253,1904,567,1671,685,363
"gi|73915091|ref|NM_013430.2| Homo sapiens gamma-glutamyltransferase 1 (GGT1), transcript variant 3, mRNA",17,204,432,1,148,147,375,24,295,3,397,275,188,1051,608,28,967,186,562,556,122,143,399,296
"gi|134288866|ref|NM_207644.2| Homo sapiens family with sequence similarity 211, member B (FAM211B), mRNA",279,178,142,21,115,106,223,19,114,337,102,204,243,1278,135,154,284,287,204,556,198,237,330,177
"gi|295293069|ref|NM_001032364.2| Homo sapiens gamma-glutamyltransferase 1 (GGT1), transcript variant 4, mRNA",275,207,38,823,530,160,223,391,162,139,178,1531,645,980,508,67,728,11,779,289,41,450,312,677
"gi|73915089|ref|NM_005265.2| Homo sapiens gamma-glutamyltransferase 1 (GGT1), transcript variant 1, mRNA",119,148,547,505,47,837,746,29,486,297,261,272,557,50,304,701,50,547,276,403,464,88,116,103
"gi|295293070|ref|NM_001032365.2| Homo sapiens gamma-glutamyltransferase 1 (GGT1), transcript variant 5, mRNA",801,107,632,136,550,608,4,105,173,339,1135,89,735,523,215,386,334,1365,244,139,279,403,407,220
"gi|213688384|ref|NR_024494.1| Homo sapiens breakpoint cluster region pseudogene 3 (BCRP3), non-coding RNA",192,313,21,48,746,298,75,291,150,318,62,191,135,46,117,406,271,2,687,39,67,206,20,12
"gi|218083819|ref|NR_024593.1| Homo sapiens POM121 transmembrane nucleoporin-like 10, pseudogene (POM121L10P), non-coding RNA",1367,1341,2302,466,155,4746,2197,3213,1126,3979,1009,6548,909,1790,252,157,2051,3982,129,1156,1390,1836,3454,171
"gi|364023795|ref|NM_001255975.1| Homo sapiens piwi-like RNA-mediated gene silencing 3 (PIWIL3), transcript variant 2, mRNA",435,131,1088,159,998,1506,422,1207,1144,509,634,65,233,2749,1703,765,1387,405,802,31,186,251,844,150
"gi|364023794|ref|NM_001008496.3| Homo sapiens piwi-like RNA-mediated gene silencing 3 (PIWIL3), transcript variant 1, mRNA",1442,486,322,325,571,584,1013,4259,1893,968,1084,589,612,325,927,2406,691,1221,753,408,1088,167,462,294
"gi|364023799|ref|NR_045649.1| Homo sapiens piwi-like RNA-mediated gene silencing 3 (PIWIL3), transcript variant 4, non-coding RNA",573,227,213,734,384,725,103,1539,7,508,30,595,619,1444,52,783,531,297,1255,126,360,338,1249,2891
"gi|364023798|ref|NR_045648.1| Homo sapiens piwi-like RNA-mediated gene silencing 3 (PIWIL3), transcript variant 3, non-coding RNA",598,198,453,1268,147,352,1261,18,411,1167,592,237,1295,59,2501,335,345,554,921,942,711,1269,815,35
"gi|28827817|ref|NR_001283.1| Homo sapiens topoisomerase (DNA) I pseudogene 2 (TOP1P2), non-coding RNA",70,60,47,92,54,29,33,226,13,130,77,176,156,217,431,185,12,2,400,348,106,279,1643,109
"gi|148612873|ref|NM_001039948.2| Homo sapiens small G protein signaling modulator 1 (SGSM1), transcript variant 1, mRNA",205,5818,2014,612,616,36,1783,163,1112,1458,257,91,195,325,2311,1051,904,2200,365,491,55,938,1223,2025
"gi|148612799|ref|NM_133454.2| Homo sapiens small G protein signaling modulator 1 (SGSM1), transcript variant 2, mRNA",1197,317,1798,2069,2139,281,1761,1462,3110,1138,943,282,2005,918,3423,366,1011,2583,471,129,295,621,2438,2168
"gi|148612839|ref|NM_001098497.1| Homo sapiens small G protein signaling modulator 1 (SGSM1), transcript variant 3, mRNA",750,230,1114,2028,3409,107,426,5905,303,99,251,1389,96,3437,1041,1190,116,1852,1489,330,2911,1090,315,408
"gi|148612874|ref|NM_001098498.1| Homo sapiens small G protein signaling modulator 1 (SGSM1), transcript variant 4, mRNA",235,421,169,520,316,470,301,354,100,170,3,12,474,145,647,385,711,30,1115,146,729,806,814,220
"gi|48717248|ref|NM_001001663.1| Homo sapiens transmembrane protein 211 (TMEM211), mRNA",107,42,94,26,85,43,47,415,72,76,132,3,64,223,15,60,121,170,95,26,5,239,63,165
"gi|223633987|ref|NM_001145206.1| Homo sapiens KIAA1671 (KIAA1671), mRNA",10017,6119,1142,5878,3728,4911,1070,2360,30,4662,3816,6162,4610,1522,4361,5833,4310,59,1054,760,43,116,5876,2125
"gi|336595084|ref|NR_038941.1| Homo sapiens uncharacterized LOC100128531 (LOC100128531), non-coding RNA",97,259,127,1119,210,594,932,56,1545,42,203,662,70,174,37,214,471,589,111,2,11,616,201,148
"gi|451958114|ref|NM_004076.4| Homo sapiens crystallin, beta B3 (CRYBB3), mRNA",242,137,450,33,68,95,369,127,274,75,96,3,187,153,3,30,303,68,132,43,388,112,30,274
"gi|98986448|ref|NM_000496.2| Homo sapiens crystallin, beta B2 (CRYBB2), mRNA",9,99,167,11,98,161,53,6,44,8,26,20,410,44,4,100,149,176,78,250,45,311,31,152
"gi|261278374|ref|NR_029395.1| Homo sapiens immunoglobulin lambda-like polypeptide 3, pseudogene (IGLL3P), non-coding RNA",30,12,54,34,12,1,5,27,49,26,109,17,62,40,73,253,7,82,11,540,211,9,130,48
"gi|209447021|ref|NM_001135772.1| Homo sapiens low density lipoprotein receptor-related protein 5-like (LRP5L), transcript variant 2, mRNA",351,117,211,323,42,147,638,28,10,153,14,650,440,27,6,66,885,615,1121,407,31,45,51,158
"gi|209447018|ref|NM_182492.2| Homo sapiens low density lipoprotein receptor-related protein 5-like (LRP5L), transcript variant 1, mRNA",69,1521,249,363,119,210,142,19,37,33,57,149,1649,136,283,531,231,208,1370,551,762,3393,912,102
"gi|298358761|ref|NR_033733.1| Homo sapiens crystallin, beta B2 pseudogene 1 (CRYBB2P1), transcript variant 1, non-coding RNA",394,89,231,245,276,417,192,225,122,413,139,171,588,131,163,403,147,299,1086,103,155,493,49,4
"gi|298358767|ref|NR_033734.1| Homo sapiens crystallin, beta B2 pseudogene 1 (CRYBB2P1), transcript variant 2, non-coding RNA",316,3278,1651,9,2499,2844,120,193,95,1051,746,782,560,439,28,177,348,339,300,1062,105,749,1,229
"gi|148539878|ref|NM_005160.3| Homo sapiens adrenergic, beta, receptor kinase 2 (ADRBK2), mRNA",433,107,76,2516,225,3900,707,94,230,46,204,26,2103,696,7406,363,386,7192,2009,1371,96,3083,1461,636
"gi|51317365|ref|NM_032608.5| Homo sapiens myosin XVIIIB (MYO18B), mRNA",1039,646,751,741,360,4638,2080,782,80,746,2290,2504,3651,349,432,684,1226,949,370,1465,869,646,410,1769
"gi|296179434|ref|NM_021115.4| Homo sapiens seizure related 6 homolog (mouse)-like (SEZ6L), transcript variant 1, mRNA",64,792,813,741,2836,1027,532,3973,476,4,88,1605,1805,635,485,1888,237,1199,2697,825,733,619,4286,2005
"gi|296179435|ref|NM_001184773.1| Homo sapiens seizure related 6 homolog (mouse)-like (SEZ6L), transcript variant 2, mRNA",192,324,1192,551,212,1218,1773,56,1657,1458,566,316,1018,92,3220,1959,241,1631,395,303,3031,579,2373,5652
"gi|296179439|ref|NM_001184774.1| Homo sapiens seizure related 6 homolog (mouse)-like (SEZ6L), transcript variant 3, mRNA",545,1693,2030,3661,1082,784,184,5011,535,897,2251,5394,3980,482,1573,1986,4547,278,582,4403,119,68,88,3810
"gi|296179437|ref|NM_001184775.1| Homo sapiens seizure related 6 homolog (mouse)-like (SEZ6L), transcript variant 4, mRNA",1401,3571,2126,5924,4545,4829,6934,5756,6369,5209,2051,3498,97,259,315,2108,1620,1624,1121,1242,307,2046,948,677
"gi|296179443|ref|NM_001184777.1| Homo sapiens seizure related 6 homolog (mouse)-like (SEZ6L), transcript variant 6, mRNA",35,875,6752,4553,4251,1994,101,4349,2113,2659,124,451,375,433,1862,553,2002,998,790,213,1276,288,212,1003
"gi|296179441|ref|NM_001184776.1| Homo sapiens seizure related 6 homolog (mouse)-like (SEZ6L), transcript variant 5, mRNA",797,620,166,991,140,508,366,78,80,179,585,70,820,1607,928,1626,1953,1176,114,587,3343,927,1302,55
"gi|194328778|ref|NM_020437.4| Homo sapiens aspartate beta-hydroxylase domain containing 2 (ASPHD2), mRNA",1367,1167,1072,116,760,1208,295,430,1364,1802,2073,180,1247,273,142,277,44,2900,935,2266,239,464,789,760
"gi|402747156|ref|NR_073135.1| Homo sapiens Hermansky-Pudlak syndrome 4 (HPS4), transcript variant 5, non-coding RNA",689,1285,1004,1521,1298,22,432,49,1850,1227,579,862,153,1586,721,215,858,624,1285,1452,601,1776,604,4007
"gi|402744291|ref|NM_022081.5| Homo sapiens Hermansky-Pudlak syndrome 4 (HPS4), transcript variant 1, mRNA",934,740,2713,207,355,541,1420,718,20,369,1123,117,949,1013,204,1393,1120,2599,2248,214,520,283,2823,851
"gi|402744305|ref|NM_152841.2| Homo sapiens Hermansky-Pudlak syndrome 4 (HPS4), transcript variant 2, mRNA",1426,508,2783,1937,1424,2369,1990,1056,993,118,628,208,21,463,1266,15,422,148,88,1073,1400,4179,81,566
"gi|402747157|ref|NR_073136.1| Homo sapiens Hermansky-Pudlak syndrome 4 (HPS4), transcript variant 6, non-coding RNA",640,52,436,780,235,3107,1355,876,274,872,485,982,538,387,664,1518,287,1726,3110,510,339,1609,103,2472
"gi|149944589|ref|NM_001013694.2| Homo sapiens SRR1 domain containing (SRRD), mRNA",7,72,602,255,383,154,282,322,630,6,16,64,45,30,108,1108,37,233,181,196,282,705,30,224
"gi|56788354|ref|NM_012143.2| Homo sapiens tuftelin interacting protein 11 (TFIP11), transcript variant 2, mRNA",461,674,65,1022,463,644,1536,50,85,1369,65,45,799,392,1634,990,109,701,166,2761,623,187,191,258
"gi|56788355|ref|NM_001008697.1| Homo sapiens tuftelin interacting protein 11 (TFIP11), transcript variant 1, mRNA",168,1409,1525,160,257,263,471,696,492,2040,545,1437,498,1041,241,181,1488,1619,1478,175,1013,733,112,77
"gi|56699462|ref|NM_003595.3| Homo sapiens tyrosylprotein sulfotransferase 2 (TPST2), transcript variant 2, mRNA",134,91,93,424,254,259,126,911,21,25,377,34,494,89,220,1120,594,117,730,241,52,360,1,1009
"gi|56699464|ref|NM_001008566.1| Homo sapiens tyrosylprotein sulfotransferase 2 (TPST2), transcript variant 1, mRNA",100,668,351,660,364,31,125,444,73,176,540,254,439,299,484,209,136,121,1511,11,593,54,192,506
"gi|269847124|ref|NR_031615.1| Homo sapiens microRNA 548j (MIR548J), microRNA",29,17,33,2,10,2,15,32,3,1,2,8,3,19,16,22,1,3,26,1,31,5,25,60
"gi|21536279|ref|NM_001887.3| Homo sapiens crystallin, beta B1 (CRYBB1), mRNA",1014,309,116,512,249,28,230,816,115,97,377,215,118,88,315,63,68,132,15,277,148,32,60,48
"gi|156938341|ref|NM_001886.2| Homo sapiens crystallin, beta A4 (CRYBA4), mRNA",228,97,95,8,81,238,15,320,85,126,112,46,1,41,301,381,144,266,184,104,582,274,88,69
"gi|288682978|ref|NR_003491.2| Homo sapiens myocardial infarction associated transcript (non-protein coding) (MIAT), transcript variant 1, non-coding RNA",1410,1216,3306,1010,4757,6686,1888,1568,2250,385,2951,1711,349,970,103,183,873,1220,353,2707,990,1515,41,2443
"gi|288683057|ref|NR_033319.1| Homo sapiens myocardial infarction associated transcript (non-protein coding) (MIAT), transcript variant 2, non-coding RNA",631,1305,3163,2648,878,510,5830,620,1155,2112,465,11843,682,1963,2220,5870,683,1598,2959,2403,412,1320,85,241
"gi|288683075|ref|NR_033320.1| Homo sapiens myocardial infarction associated transcript (non-protein coding) (MIAT), transcript variant 3, non-coding RNA",12488,648,3830,6310,14316,807,6466,3961,11287,12043,4889,14149,1741,1981,2238,7727,1986,376,179,2258,992,1000,2754,2191
"gi|288683284|ref|NR_033321.1| Homo sapiens myocardial infarction associated transcript (non-protein coding) (MIAT), transcript variant 4, non-coding RNA",2849,147,2499,5129,1621,4961,1233,2938,220,1571,194,1336,584,79,1245,280,1025,5585,2712,3762,3043,702,760,125
"gi|55956909|ref|NM_002430.2| Homo sapiens meningioma (disrupted in balanced translocation) 1 (MN1), mRNA",762,1123,230,1598,6998,1480,1646,419,914,2247,541,146,380,641,3824,3204,1776,1001,309,3099,216,704,206,2020
"gi|51873061|ref|NM_012399.3| Homo sapiens phosphatidylinositol transfer protein, beta (PITPNB), mRNA",125,2325,1888,14,1988,1413,336,189,1131,147,1087,466,738,533,915,1136,260,576,304,1353,839,1488,502,564
"gi|224028240|ref|NR_026963.1| Homo sapiens TTC28 antisense RNA 1 (TTC28-AS1), transcript variant 1, non-coding RNA",866,1258,86,360,121,3045,1326,533,1721,370,328,369,103,102,1631,425,1667,1194,60,896,621,1998,153,1101
"gi|224028239|ref|NR_026962.1| Homo sapiens TTC28 antisense RNA 1 (TTC28-AS1), transcript variant 2, non-coding RNA",344,20,130,82,191,510,7,49,76,85,46,38,102,454,235,357,289,41,37,45,390,273,211,20
"gi|301171821|ref|NR_036169.1| Homo sapiens microRNA 3199-1 (MIR3199-1), microRNA",28,14,28,1,19,28,25,10,49,2,34,51,2,11,37,36,2,7,13,12,20,4,22,13
"gi|301171827|ref|NR_036170.1| Homo sapiens microRNA 3199-2 (MIR3199-2), microRNA",16,3,10,28,4,66,48,4,16,28,6,9,12,2,27,3,39,10,15,33,16,12,3,21
"gi|224028288|ref|NM_001145418.1| Homo sapiens tetratricopeptide repeat domain 28 (TTC28), mRNA",530,367,2769,6141,3837,2777,422,534,6510,1076,8205,507,553,164,2790,304,1593,2076,283,17,4501,2189,2794,261
"gi|54112405|ref|NM_145862.2| Homo sapiens checkpoint kinase 2 (CHEK2), transcript variant 2, mRNA",201,397,917,937,148,345,212,12,408,1232,87,340,1515,279,34,677,155,276,157,119,186,39,61,34
"gi|54112404|ref|NM_007194.3| Homo sapiens checkpoint kinase 2 (CHEK2), transcript variant 1, mRNA",304,567,195,168,973,211,120,642,42,171,25,32,714,499,225,732,576,157,462,596,561,175,1035,179
"gi|383792177|ref|NM_001257387.1| Homo sapiens checkpoint kinase 2 (CHEK2), transcript variant 4, mRNA",903,378,107,781,6,17,218,799,710,859,430,1974,532,261,39,676,20,20,134,1138,941,435,143,23
"gi|54112406|ref|NM_001005735.1| Homo sapiens checkpoint kinase 2 (CHEK2), transcript variant 3, mRNA",151,9,1768,1221,466,69,750,533,93,416,72,9,57,83,921,777,276,209,1350,25,63,65,689,79
"gi|50301233|ref|NM_172002.3| Homo sapiens HscB iron-sulfur cluster co-chaperone homolog (E. coli) (HSCB), mRNA",104,768,30,32,47,288,27,245,289,43,15,32,174,143,238,89,310,659,518,29,319,1,44,97
"gi|209571524|ref|NM_173510.2| Homo sapiens coiled-coil domain containing 117 (CCDC117), mRNA",379,109,189,121,425,30,245,2,72,36,79,33,68,391,161,1126,1772,71,46,63,640,872,317,1241
"gi|118640872|ref|NM_001079539.1| Homo sapiens X-box binding protein 1 (XBP1), transcript variant 2, mRNA",11,106,376,196,41,324,383,2074,101,232,290,66,161,2,400,90,179,106,104,607,1,430,123,157
"gi|172072591|ref|NM_005080.3| Homo sapiens X-box binding protein 1 (XBP1), transcript variant 1, mRNA",1221,342,173,88,132,549,585,419,647,743,14,395,228,103,28,269,164,506,65,76,58,879,243,128
"gi|332801079|ref|NM_001206998.1| Homo sapiens zinc and ring finger 3 (ZNRF3), transcript variant 1, mRNA",1161,331,1726,265,136,2207,2872,866,1555,794,3627,1954,1353,1580,916,1012,518,987,3697,2394,321,231,65,453
"gi|332801078|ref|NM_032173.3| Homo sapiens zinc and ring finger 3 (ZNRF3), transcript variant 2, mRNA",1216,3206,1290,1887,696,2566,45,275,88,310,93,503,144,988,988,2883,335,105,80,820,1243,53,411,562
"gi|390125166|ref|NR_046851.1| Homo sapiens ZNRF3 antisense RNA 1 (ZNRF3-AS1), non-coding RNA",419,206,1030,292,1877,46,76,144,268,306,593,393,49,221,619,265,1176,307,457,617,561,43,400,19
"gi|7657193|ref|NM_015370.1| Homo sapiens chromosome 22 open reading frame 31 (C22orf31), mRNA",114,1287,202,448,711,9,171,888,996,5098,569,2099,232,298,132,778,37,126,416,300,79,38,86,540
"gi|288915534|ref|NM_032045.4| Homo sapiens kringle containing transmembrane protein 1 (KREMEN1), transcript variant 2, mRNA",768,217,81,313,75,285,724,129,698,1809,141,680,317,151,253,1,160,1473,514,2254,511,150,689,1017
"gi|227116324|ref|NM_001039570.2| Homo sapiens kringle containing transmembrane protein 1 (KREMEN1), transcript variant 3, mRNA",356,4730,1146,218,382,239,1743,786,1807,1107,268,3857,691,1467,4414,640,979,960,491,1445,79,460,940,221
"gi|392871545|ref|NM_133455.3| Homo sapiens EMI domain containing 1 (EMID1), transcript variant 1, mRNA",88,1331,938,571,35,450,312,596,1520,581,4438,1700,514,26,381,883,240,433,734,287,558,201,915,338
"gi|392730057|ref|NM_001267895.1| Homo sapiens EMI domain containing 1 (EMID1), transcript variant 2, mRNA",534,963,105,228,1130,46,172,26,1232,306,138,323,209,24,47,105,469,513,395,122,324,317,453,68
"gi|11072100|ref|NM_012265.1| Homo sapiens rhomboid domain containing 3 (RHBDD3), mRNA",212,76,142,582,24,70,163,262,122,171,75,82,63,951,255,458,177,17,192,27,579,406,31,1247
"gi|253970499|ref|NM_013986.3| Homo sapiens EWS RNA-binding protein 1 (EWSR1), transcript variant 1, mRNA",1344,386,148,109,1390,1433,196,12,1155,96,1360,1629,79,1326,910,796,15,688,271,2197,392,270,34,143
"gi|253970497|ref|NM_005243.3| Homo sapiens EWS RNA-binding protein 1 (EWSR1), transcript variant 2, mRNA",1664,801,2183,717,525,225,561,1179,723,347,208,223,239,379,98,395,268,1259,516,1614,43,68,485,371
"gi|253970501|ref|NM_001163285.1| Homo sapiens EWS RNA-binding protein 1 (EWSR1), transcript variant 3, mRNA",142,1067,236,224,1268,1952,356,3302,1126,964,152,456,646,154,421,385,2540,1146,344,18,697,1279,989,411
"gi|253970503|ref|NM_001163286.1| Homo sapiens EWS RNA-binding protein 1 (EWSR1), transcript variant 4, mRNA",27,586,431,540,526,356,70,44,190,334,44,62,653,75,263,300,1091,53,851,110,21,699,1655,721
"gi|253970505|ref|NM_001163287.1| Homo sapiens EWS RNA-binding protein 1 (EWSR1), transcript variant 5, mRNA",47,18,39,72,528,274,419,118,39,251,82,71,223,134,460,56,69,521,68,110,29,73,440,217
"gi|523525263|ref|NM_152236.2| Homo sapiens growth arrest-specific 2 like 1 (GAS2L1), transcript variant 2, mRNA",715,344,345,524,1607,51,192,176,19,503,451,645,1566,247,468,252,915,113,33,2364,147,26,185,361
"gi|523525264|ref|NM_006478.4| Homo sapiens growth arrest-specific 2 like 1 (GAS2L1), transcript variant 1, mRNA",808,1351,350,254,643,1483,550,111,767,279,2077,642,260,244,500,834,240,1326,15,506,100,258,194,80
"gi|392050747|ref|NM_006477.4| Homo sapiens RAS-like, family 10, member A (RASL10A), mRNA",61,66,330,348,210,138,448,492,50,269,202,80,98,367,27,263,857,772,48,264,684,67,220,100
"gi|260436863|ref|NM_001166019.1| Homo sapiens adaptor-related protein complex 1, beta 1 subunit (AP1B1), transcript variant 3, mRNA",795,310,13,1070,1170,172,228,129,686,2514,1113,47,211,1411,273,3306,930,273,428,61,130,1473,500,180
"gi|260436859|ref|NM_145730.2| Homo sapiens adaptor-related protein complex 1, beta 1 subunit (AP1B1), transcript variant 2, mRNA",87,1161,91,174,819,1188,1468,58,71,275,337,1278,684,2267,592,895,2429,145,991,2608,1258,62,212,306
"gi|260436861|ref|NM_001127.3| Homo sapiens adaptor-related protein complex 1, beta 1 subunit (AP1B1), transcript variant 1, mRNA",785,185,180,2131,830,100,133,893,76,985,122,224,1370,1616,127,570,3149,809,441,106,466,831,543,2069
"gi|312147439|ref|NR_037426.1| Homo sapiens microRNA 3653 (MIR3653), microRNA",5,29,48,33,2,2,17,44,46,7,8,4,2,1,90,3,7,15,1,20,1,7,4,34
"gi|154800499|ref|NR_003686.1| Homo sapiens small nucleolar RNA, C/D box 125 (SNORD125), small nucleolar RNA",18,39,18,9,24,14,4,122,29,36,26,32,66,1,41,2,2,17,4,17,9,17,14,13
"gi|209180487|ref|NR_002727.2| Homo sapiens RFPL1 antisense RNA 1 (RFPL1S), antisense RNA",88,263,94,456,171,931,2751,42,1316,443,2209,913,1614,781,1546,2035,837,656,24,996,1778,151,1789,660
