"Data"	"t_value"	"FDR"	"pvalue"
gi|145386585|ref|NM_001355.3| Homo sapiens D-dopachrome tautomerase (DDT), transcript variant 1, mRNA	c(t = -0.317582461925124)	0.946426178947452	0.753829829758378
gi|145386530|ref|NM_001084392.1| Homo sapiens D-dopachrome tautomerase (DDT), transcript variant 2, mRNA	c(t = -0.270231291590313)	0.949890288086292	0.79018894367949
gi|145386544|ref|NM_000854.3| Homo sapiens glutathione S-transferase theta 2 (GSTT2), mRNA	c(t = -0.72939608115445)	0.887950145959785	0.474202115001638
gi|98162690|ref|NR_003081.1| Homo sapiens glutathione S-transferase theta pseudogene 1 (GSTTP1), non-coding RNA	c(t = 1.04098146190426)	0.770875004053532	0.30941093465587
gi|98986317|ref|NR_003082.1| Homo sapiens glutathione S-transferase theta pseudogene 2 (GSTTP2), non-coding RNA	c(t = -0.991100372745395)	0.785502469543599	0.332909978335466
gi|313151187|ref|NM_012295.3| Homo sapiens calcineurin binding protein 1 (CABIN1), transcript variant 2, mRNA	c(t = -0.24308922494471)	0.954490245008263	0.810731644183901
gi|319738621|ref|NM_001201429.1| Homo sapiens calcineurin binding protein 1 (CABIN1), transcript variant 3, mRNA	c(t = 1.13796583087488)	0.736752157025957	0.268784446219593
gi|313151180|ref|NM_001199281.1| Homo sapiens calcineurin binding protein 1 (CABIN1), transcript variant 1, mRNA	c(t = 1.27734167411026)	0.675303438915537	0.215245579479208
gi|153266906|ref|NM_001099782.1| Homo sapiens gamma-glutamyltransferase 5 (GGT5), transcript variant 3, mRNA	c(t = 1.29565514287231)	0.675303438915537	0.213242190215875
gi|153266884|ref|NM_004121.2| Homo sapiens gamma-glutamyltransferase 5 (GGT5), transcript variant 2, mRNA	c(t = -3.22166026342806)	0.149541310159846	0.00392840569596794
gi|153266900|ref|NM_001099781.1| Homo sapiens gamma-glutamyltransferase 5 (GGT5), transcript variant 1, mRNA	c(t = 2.72552532446869)	0.265851616950748	0.0144332751759601
gi|513788260|ref|NM_015330.4| Homo sapiens sperm antigen with calponin homology and coiled-coil domains 1-like (SPECC1L), transcript variant 1, mRNA	c(t = 1.07201823814807)	0.767324143934345	0.296985351680368
gi|513788263|ref|NM_001254732.2| Homo sapiens sperm antigen with calponin homology and coiled-coil domains 1-like (SPECC1L), transcript variant 3, mRNA	c(t = 0.66262018527037)	0.898413397177349	0.515333328459354
gi|361050352|ref|NM_001254733.1| Homo sapiens sperm antigen with calponin homology and coiled-coil domains 1-like (SPECC1L), transcript variant 4, mRNA	c(t = 0.487053445078925)	0.928784737870647	0.631118175645904
gi|258679453|ref|NR_028484.1| Homo sapiens ADORA2A antisense RNA 1 (ADORA2A-AS1), transcript variant 1, non-coding RNA	c(t = 0.941221226066863)	0.821210166799461	0.358786455943994
gi|56550123|ref|NM_016327.2| Homo sapiens ureidopropionase, beta (UPB1), mRNA	c(t = -2.17201517052736)	0.367589300775677	0.0415077017979088
gi|50845406|ref|NM_031444.2| Homo sapiens guanylyl cyclase domain containing 1 (GUCD1), mRNA	c(t = 0.322584023643547)	0.946426178947452	0.751188913297968
gi|521258686|ref|NM_004175.4| Homo sapiens small nuclear ribonucleoprotein D3 polypeptide 18kDa (SNRPD3), transcript variant 1, mRNA	c(t = 1.18513872930948)	0.726995002097005	0.248645688611051
gi|295293069|ref|NM_001032364.2| Homo sapiens gamma-glutamyltransferase 1 (GGT1), transcript variant 4, mRNA	c(t = -0.153688387749993)	0.962015799031246	0.879461028186183
gi|213688384|ref|NR_024494.1| Homo sapiens breakpoint cluster region pseudogene 3 (BCRP3), non-coding RNA	c(t = 1.35182337859963)	0.671365259609464	0.193009854890294
gi|364023795|ref|NM_001255975.1| Homo sapiens piwi-like RNA-mediated gene silencing 3 (PIWIL3), transcript variant 2, mRNA	c(t = 0.121945249604721)	0.968537790138241	0.904103824475466
gi|364023794|ref|NM_001008496.3| Homo sapiens piwi-like RNA-mediated gene silencing 3 (PIWIL3), transcript variant 1, mRNA	c(t = 0.965842594623575)	0.80002829887815	0.344670685681304
gi|28827817|ref|NR_001283.1| Homo sapiens topoisomerase (DNA) I pseudogene 2 (TOP1P2), non-coding RNA	c(t = -1.40656876427105)	0.655714589884856	0.17917928711607
gi|148612873|ref|NM_001039948.2| Homo sapiens small G protein signaling modulator 1 (SGSM1), transcript variant 1, mRNA	c(t = -0.515321424872751)	0.919345734031624	0.611885472089329
gi|148612839|ref|NM_001098497.1| Homo sapiens small G protein signaling modulator 1 (SGSM1), transcript variant 3, mRNA	c(t = -0.298173315070984)	0.949312629310078	0.768415991857946
gi|48717248|ref|NM_001001663.1| Homo sapiens transmembrane protein 211 (TMEM211), mRNA	c(t = -0.321732524238855)	0.946426178947452	0.750693074449851
gi|336595084|ref|NR_038941.1| Homo sapiens uncharacterized LOC100128531 (LOC100128531), non-coding RNA	c(t = 1.63892804546204)	0.565191694097891	0.117187385624831
gi|98986448|ref|NM_000496.2| Homo sapiens crystallin, beta B2 (CRYBB2), mRNA	c(t = -2.01724479273691)	0.433740426025485	0.0560978160756335
gi|261278374|ref|NR_029395.1| Homo sapiens immunoglobulin lambda-like polypeptide 3, pseudogene (IGLL3P), non-coding RNA	c(t = -2.17397816244984)	0.367589300775677	0.0408259282662759
gi|209447021|ref|NM_001135772.1| Homo sapiens low density lipoprotein receptor-related protein 5-like (LRP5L), transcript variant 2, mRNA	c(t = -0.185053361512019)	0.958322479179748	0.854924337489288
gi|209447018|ref|NM_182492.2| Homo sapiens low density lipoprotein receptor-related protein 5-like (LRP5L), transcript variant 1, mRNA	c(t = -3.22680270105171)	0.149541310159846	0.00391820272543654
gi|148539878|ref|NM_005160.3| Homo sapiens adrenergic, beta, receptor kinase 2 (ADRBK2), mRNA	c(t = -2.93234827337138)	0.203933713597515	0.00785734097923877
gi|51317365|ref|NM_032608.5| Homo sapiens myosin XVIIIB (MYO18B), mRNA	c(t = 0.221313565271158)	0.957284906359779	0.827146719175623
gi|296179435|ref|NM_001184773.1| Homo sapiens seizure related 6 homolog (mouse)-like (SEZ6L), transcript variant 2, mRNA	c(t = -1.34300909545168)	0.671365259609464	0.193273807610347
gi|296179439|ref|NM_001184774.1| Homo sapiens seizure related 6 homolog (mouse)-like (SEZ6L), transcript variant 3, mRNA	c(t = 0.920180997681108)	0.826812126878183	0.369163285455662
gi|296179443|ref|NM_001184777.1| Homo sapiens seizure related 6 homolog (mouse)-like (SEZ6L), transcript variant 6, mRNA	c(t = 0.784097937516639)	0.882231906383363	0.444978614778299
gi|296179441|ref|NM_001184776.1| Homo sapiens seizure related 6 homolog (mouse)-like (SEZ6L), transcript variant 5, mRNA	c(t = -2.63484242315598)	0.268174576036045	0.0154987057954282
gi|194328778|ref|NM_020437.4| Homo sapiens aspartate beta-hydroxylase domain containing 2 (ASPHD2), mRNA	c(t = 0.797808701238303)	0.875619718908057	0.43397614790014
gi|402744291|ref|NM_022081.5| Homo sapiens Hermansky-Pudlak syndrome 4 (HPS4), transcript variant 1, mRNA	c(t = -1.4029467532035)	0.655714589884856	0.176008275211496
gi|402747157|ref|NR_073136.1| Homo sapiens Hermansky-Pudlak syndrome 4 (HPS4), transcript variant 6, non-coding RNA	c(t = -0.661801752265033)	0.898413397177349	0.514973491362243
gi|149944589|ref|NM_001013694.2| Homo sapiens SRR1 domain containing (SRRD), mRNA	c(t = -0.566166675177078)	0.914839559570677	0.57763447691305
gi|56788354|ref|NM_012143.2| Homo sapiens tuftelin interacting protein 11 (TFIP11), transcript variant 2, mRNA	c(t = -1.16013635145415)	0.730443354978913	0.259649958826132
gi|56788355|ref|NM_001008697.1| Homo sapiens tuftelin interacting protein 11 (TFIP11), transcript variant 1, mRNA	c(t = 0.424274354191856)	0.944114518505574	0.67563221489385
gi|56699464|ref|NM_001008566.1| Homo sapiens tyrosylprotein sulfotransferase 2 (TPST2), transcript variant 1, mRNA	c(t = 0.0222394618491595)	0.996433172443349	0.98247263762803
gi|21536279|ref|NM_001887.3| Homo sapiens crystallin, beta B1 (CRYBB1), mRNA	c(t = 2.63455390683707)	0.268174576036045	0.0153150128412261
gi|288682978|ref|NR_003491.2| Homo sapiens myocardial infarction associated transcript (non-protein coding) (MIAT), transcript variant 1, non-coding RNA	c(t = 2.75827068306022)	0.250872140956921	0.013180672904917
gi|288683057|ref|NR_033319.1| Homo sapiens myocardial infarction associated transcript (non-protein coding) (MIAT), transcript variant 2, non-coding RNA	c(t = 0.790837101176349)	0.879847054990821	0.437612195477046
gi|288683075|ref|NR_033320.1| Homo sapiens myocardial infarction associated transcript (non-protein coding) (MIAT), transcript variant 3, non-coding RNA	c(t = 3.0454871617787)	0.171079863924128	0.00596733225603388
gi|288683284|ref|NR_033321.1| Homo sapiens myocardial infarction associated transcript (non-protein coding) (MIAT), transcript variant 4, non-coding RNA	c(t = 0.637477088521582)	0.898413397177349	0.530416791440488
gi|55956909|ref|NM_002430.2| Homo sapiens meningioma (disrupted in balanced translocation) 1 (MN1), mRNA	c(t = -0.0320147538896318)	0.992124363000847	0.974749155242513
gi|224028240|ref|NR_026963.1| Homo sapiens TTC28 antisense RNA 1 (TTC28-AS1), transcript variant 1, non-coding RNA	c(t = 0.20228311357647)	0.957284906359779	0.841605994733116
gi|224028239|ref|NR_026962.1| Homo sapiens TTC28 antisense RNA 1 (TTC28-AS1), transcript variant 2, non-coding RNA	c(t = -1.33155864019769)	0.671365259609464	0.196705303753676
gi|301171827|ref|NR_036170.1| Homo sapiens microRNA 3199-2 (MIR3199-2), microRNA	c(t = 0.206476075116606)	0.957284906359779	0.838318991439064
gi|224028288|ref|NM_001145418.1| Homo sapiens tetratricopeptide repeat domain 28 (TTC28), mRNA	c(t = 1.42868852254023)	0.655086331980207	0.168425456900065
gi|54112405|ref|NM_145862.2| Homo sapiens checkpoint kinase 2 (CHEK2), transcript variant 2, mRNA	c(t = 1.12488379995795)	0.736752157025957	0.272774373820155
gi|54112406|ref|NM_001005735.1| Homo sapiens checkpoint kinase 2 (CHEK2), transcript variant 3, mRNA	c(t = -0.0961209784918952)	0.972026388883701	0.924361347047022
gi|209571524|ref|NM_173510.2| Homo sapiens coiled-coil domain containing 117 (CCDC117), mRNA	c(t = -2.4127956278108)	0.308751717172619	0.0246646382895847
gi|172072591|ref|NM_005080.3| Homo sapiens X-box binding protein 1 (XBP1), transcript variant 1, mRNA	c(t = 1.40293225713034)	0.655714589884856	0.175266136372833
gi|332801079|ref|NM_001206998.1| Homo sapiens zinc and ring finger 3 (ZNRF3), transcript variant 1, mRNA	c(t = 0.721112650597069)	0.889941539361697	0.478479951986061
gi|332801078|ref|NM_032173.3| Homo sapiens zinc and ring finger 3 (ZNRF3), transcript variant 2, mRNA	c(t = 0.408254612263837)	0.944114518505574	0.687097487849109
gi|390125166|ref|NR_046851.1| Homo sapiens ZNRF3 antisense RNA 1 (ZNRF3-AS1), non-coding RNA	c(t = 0.41803728532287)	0.944114518505574	0.680124597534299
gi|7657193|ref|NM_015370.1| Homo sapiens chromosome 22 open reading frame 31 (C22orf31), mRNA	c(t = 1.72147826856132)	0.521278373442596	0.102247246629721
gi|227116324|ref|NM_001039570.2| Homo sapiens kringle containing transmembrane protein 1 (KREMEN1), transcript variant 3, mRNA	c(t = 0.338812786041626)	0.946426178947452	0.737992920630207
gi|392871545|ref|NM_133455.3| Homo sapiens EMI domain containing 1 (EMID1), transcript variant 1, mRNA	c(t = 0.993707616385884)	0.785502469543599	0.33237383954591
gi|392730057|ref|NM_001267895.1| Homo sapiens EMI domain containing 1 (EMID1), transcript variant 2, mRNA	c(t = 0.669982276558874)	0.898413397177349	0.51004435611492
gi|11072100|ref|NM_012265.1| Homo sapiens rhomboid domain containing 3 (RHBDD3), mRNA	c(t = -0.813597172449513)	0.874004149374242	0.427052815543631
gi|253970497|ref|NM_005243.3| Homo sapiens EWS RNA-binding protein 1 (EWSR1), transcript variant 2, mRNA	c(t = 1.71720550397728)	0.521278373442596	0.101398228054682
gi|253970501|ref|NM_001163285.1| Homo sapiens EWS RNA-binding protein 1 (EWSR1), transcript variant 3, mRNA	c(t = 0.442502059958218)	0.936478870995837	0.662587502420873
gi|253970503|ref|NM_001163286.1| Homo sapiens EWS RNA-binding protein 1 (EWSR1), transcript variant 4, mRNA	c(t = -1.15476877405246)	0.730443354978913	0.260964000728018
gi|253970505|ref|NM_001163287.1| Homo sapiens EWS RNA-binding protein 1 (EWSR1), transcript variant 5, mRNA	c(t = -0.833568249098578)	0.858869671389578	0.413641260301461
gi|523525263|ref|NM_152236.2| Homo sapiens growth arrest-specific 2 like 1 (GAS2L1), transcript variant 2, mRNA	c(t = 0.157415187220302)	0.962015799031246	0.876375706168474
gi|523525264|ref|NM_006478.4| Homo sapiens growth arrest-specific 2 like 1 (GAS2L1), transcript variant 1, mRNA	c(t = 2.19333962569822)	0.367589300775677	0.0403881173409484
gi|392050747|ref|NM_006477.4| Homo sapiens RAS-like, family 10, member A (RASL10A), mRNA	c(t = -0.306523275799385)	0.946426178947452	0.762373127897763
gi|260436863|ref|NM_001166019.1| Homo sapiens adaptor-related protein complex 1, beta 1 subunit (AP1B1), transcript variant 3, mRNA	c(t = -0.473150735273263)	0.932429456938785	0.641075082969276
gi|260436859|ref|NM_145730.2| Homo sapiens adaptor-related protein complex 1, beta 1 subunit (AP1B1), transcript variant 2, mRNA	c(t = -1.39511262603246)	0.655714589884856	0.176930957604797
gi|260436861|ref|NM_001127.3| Homo sapiens adaptor-related protein complex 1, beta 1 subunit (AP1B1), transcript variant 1, mRNA	c(t = -1.73459659448676)	0.511975210698163	0.0968359417782866
gi|312147439|ref|NR_037426.1| Homo sapiens microRNA 3653 (MIR3653), microRNA	c(t = 1.29511671651967)	0.675303438915537	0.209124493014729
gi|154800499|ref|NR_003686.1| Homo sapiens small nucleolar RNA, C/D box 125 (SNORD125), small nucleolar RNA	c(t = 1.97848521077392)	0.442844716053098	0.0622075555480178
gi|149408129|ref|NM_021026.2| Homo sapiens ret finger protein-like 1 (RFPL1), mRNA	c(t = 0.471018591830544)	0.932429456938785	0.642282828794996
gi|196162718|ref|NM_021076.3| Homo sapiens neurofilament, heavy polypeptide (NEFH), mRNA	c(t = -0.053322297628336)	0.980304989304017	0.957986311789215
gi|50959084|ref|NM_003678.4| Homo sapiens THO complex 5 (THOC5), transcript variant 4, mRNA	c(t = 2.23424892791254)	0.367589300775677	0.0396052030768887
gi|50959101|ref|NM_001002877.1| Homo sapiens THO complex 5 (THOC5), transcript variant 3, mRNA	c(t = -2.62869692535474)	0.280454408067865	0.0176818891251193
gi|50959114|ref|NM_001002879.1| Homo sapiens THO complex 5 (THOC5), transcript variant 2, mRNA	c(t = 1.81334001248705)	0.486430081585105	0.0841671370782224
gi|50959109|ref|NM_001002878.1| Homo sapiens THO complex 5 (THOC5), transcript variant 1, mRNA	c(t = -0.810556927519893)	0.874004149374242	0.426453178273465
gi|321267507|ref|NM_003634.3| Homo sapiens nipsnap homolog 1 (C. elegans) (NIPSNAP1), transcript variant 1, mRNA	c(t = 0.420313799589958)	0.944114518505574	0.678678701035627
gi|321267510|ref|NM_001202502.1| Homo sapiens nipsnap homolog 1 (C. elegans) (NIPSNAP1), transcript variant 2, mRNA	c(t = 1.98689531699241)	0.442844716053098	0.0618656221685258
gi|163644289|ref|NM_181832.2| Homo sapiens neurofibromin 2 (merlin) (NF2), transcript variant 8, mRNA	c(t = 1.04563982475167)	0.770008836727178	0.307464123947104
gi|163644285|ref|NM_016418.5| Homo sapiens neurofibromin 2 (merlin) (NF2), transcript variant 2, mRNA	c(t = 2.74757386682383)	0.24040333289796	0.0117886047655742
gi|163644286|ref|NM_181828.2| Homo sapiens neurofibromin 2 (merlin) (NF2), transcript variant 5, mRNA	c(t = 1.30183280824157)	0.675303438915537	0.207247389762212
gi|163644288|ref|NM_181830.2| Homo sapiens neurofibromin 2 (merlin) (NF2), transcript variant 7, mRNA	c(t = -0.505042290655462)	0.919345734031624	0.618649175770279
gi|163644291|ref|NM_181825.2| Homo sapiens neurofibromin 2 (merlin) (NF2), transcript variant 12, mRNA	c(t = 0.839008946453785)	0.857657591595257	0.410736639949454
gi|163644292|ref|NM_181831.2| Homo sapiens neurofibromin 2 (merlin) (NF2), transcript variant 13, mRNA	c(t = 0.0276505009792083)	0.993861815524207	0.978196743125402
gi|209571529|ref|NM_182527.2| Homo sapiens calcium binding protein 7 (CABP7), mRNA	c(t = 0.799427607727525)	0.875619718908057	0.433045054046157
gi|51173754|ref|NM_001003692.1| Homo sapiens zinc finger, matrin-type 5 (ZMAT5), transcript variant 2, mRNA	c(t = -0.815692744389049)	0.874004149374242	0.423917005011677
gi|51173753|ref|NM_019103.2| Homo sapiens zinc finger, matrin-type 5 (ZMAT5), transcript variant 1, mRNA	c(t = 1.93781253604504)	0.457029343870522	0.0664410902379828
gi|51173875|ref|NM_001003684.1| Homo sapiens ubiquinol-cytochrome c reductase, complex III subunit X (UQCR10), transcript variant 2, mRNA	c(t = 2.19910833250324)	0.367589300775677	0.0418446664630806
gi|51173874|ref|NM_013387.3| Homo sapiens ubiquinol-cytochrome c reductase, complex III subunit X (UQCR10), transcript variant 1, mRNA	c(t = -0.859484915573495)	0.85140264019432	0.401098616834102
gi|339275992|ref|NM_001242906.1| Homo sapiens activating signal cointegrator 1 complex subunit 2 (ASCC2), transcript variant 2, mRNA	c(t = -0.327306471965781)	0.946426178947452	0.746530749807083
gi|148276974|ref|NM_021090.3| Homo sapiens myotubularin related protein 3 (MTMR3), transcript variant 3, mRNA	c(t = -0.84065356519349)	0.857657591595257	0.409864748115126
gi|148276973|ref|NM_153050.2| Homo sapiens myotubularin related protein 3 (MTMR3), transcript variant 1, mRNA	c(t = 1.02687538689498)	0.774256022682793	0.315667049279798
gi|148276975|ref|NM_153051.2| Homo sapiens myotubularin related protein 3 (MTMR3), transcript variant 2, mRNA	c(t = 0.923907283545964)	0.826812126878183	0.36849273251364
gi|142376243|ref|NM_152510.2| Homo sapiens HORMA domain containing 2 (HORMAD2), mRNA	c(t = -0.0539888115137367)	0.980304989304017	0.957433811524863
gi|380418322|ref|NM_002309.4| Homo sapiens leukemia inhibitory factor (LIF), transcript variant 1, mRNA	c(t = 0.878789026642352)	0.838541263443464	0.390076936442227
gi|194239682|ref|NM_001037666.2| Homo sapiens GATS protein-like 3 (GATSL3), mRNA	c(t = 0.346160170080889)	0.946426178947452	0.732902577428133
gi|323668285|ref|NM_001204240.1| Homo sapiens TBC1 domain family, member 10A (TBC1D10A), transcript variant 1, mRNA	c(t = 1.41260630446156)	0.655714589884856	0.177193067786943
gi|53831994|ref|NM_001005409.1| Homo sapiens splicing factor 3a, subunit 1, 120kDa (SF3A1), transcript variant 2, mRNA	c(t = 1.15544832525515)	0.730443354978913	0.260376264397893
gi|53831993|ref|NM_005877.4| Homo sapiens splicing factor 3a, subunit 1, 120kDa (SF3A1), transcript variant 1, mRNA	c(t = -0.0380587510266344)	0.990865543426729	0.970041749169074
gi|375065861|ref|NR_046312.1| Homo sapiens KIAA1656 protein (KIAA1656), non-coding RNA	c(t = 0.551032900843515)	0.914839559570677	0.587185195420079
gi|323639469|ref|NM_012429.3| Homo sapiens SEC14-like 2 (S. cerevisiae) (SEC14L2), transcript variant 1, mRNA	c(t = 1.39096377245311)	0.655714589884856	0.178186042694582
gi|323639471|ref|NM_001204204.1| Homo sapiens SEC14-like 2 (S. cerevisiae) (SEC14L2), transcript variant 3, mRNA	c(t = 0.642382316072719)	0.898413397177349	0.527458527260187
gi|323639470|ref|NM_033382.2| Homo sapiens SEC14-like 2 (S. cerevisiae) (SEC14L2), transcript variant 2, mRNA	c(t = -0.57060366355183)	0.914839559570677	0.574238132961275
gi|323639474|ref|NM_016498.4| Homo sapiens mitochondrial fission process 1 (MTFP1), transcript variant 1, mRNA	c(t = 0.284683989709089)	0.949312629310078	0.778627143206388
gi|238624154|ref|NM_174975.4| Homo sapiens SEC14-like 3 (S. cerevisiae) (SEC14L3), transcript variant 1, mRNA	c(t = -0.470740077622491)	0.932429456938785	0.643904434786729
gi|383792173|ref|NM_001257382.1| Homo sapiens SEC14-like 3 (S. cerevisiae) (SEC14L3), transcript variant 4, mRNA	c(t = 1.52471673110762)	0.617772626218349	0.143894499627041
gi|238624166|ref|NM_001161368.1| Homo sapiens SEC14-like 4 (S. cerevisiae) (SEC14L4), transcript variant 2, mRNA	c(t = -0.282648581600418)	0.949312629310078	0.780089632696441
gi|342672044|ref|NR_036550.2| Homo sapiens pescadillo ribosomal biogenesis factor 1 (PES1), transcript variant 2, non-coding RNA	c(t = 2.40163776827901)	0.308751717172619	0.0257737113242162
gi|342672051|ref|NM_014303.3| Homo sapiens pescadillo ribosomal biogenesis factor 1 (PES1), transcript variant 1, mRNA	c(t = 0.143507998233862)	0.965272123557641	0.887398598097337
gi|296080702|ref|NM_000355.3| Homo sapiens transcobalamin II (TCN2), transcript variant 1, mRNA	c(t = -0.0708078105726682)	0.978565841097544	0.944191481658907
gi|301171833|ref|NR_036171.1| Homo sapiens microRNA 3200 (MIR3200), microRNA	c(t = 1.48489878816707)	0.639692449152268	0.152834371421507
gi|7662339|ref|NM_014941.1| Homo sapiens MORC family CW-type zinc finger 2 (MORC2), mRNA	c(t = 1.1058523156019)	0.75025004292413	0.280960207173034
gi|71040112|ref|NR_002323.1| Homo sapiens taurine upregulated 1 (non-protein coding) (TUG1), non-coding RNA	c(t = 0.235058677281159)	0.957284906359779	0.816465792502775
gi|333360854|ref|NM_134269.2| Homo sapiens smoothelin (SMTN), transcript variant 2, mRNA	c(t = 0.0759471415026166)	0.978565841097544	0.940216038097831
gi|333360855|ref|NM_134270.2| Homo sapiens smoothelin (SMTN), transcript variant 1, mRNA	c(t = -1.10552394659659)	0.75025004292413	0.282493448736757
gi|333360853|ref|NM_006932.4| Homo sapiens smoothelin (SMTN), transcript variant 3, mRNA	c(t = -0.998164543260833)	0.785502469543599	0.329605107153037
gi|333360857|ref|NM_001207017.1| Homo sapiens smoothelin (SMTN), transcript variant 4, mRNA	c(t = -0.880497455987986)	0.838541263443464	0.391766472600275
gi|333360859|ref|NM_001207018.1| Homo sapiens smoothelin (SMTN), transcript variant 5, mRNA	c(t = -0.00910667052661745)	0.998068529222563	0.992824736599677
gi|50726959|ref|NM_001002837.1| Homo sapiens inositol polyphosphate-5-phosphatase J (INPP5J), mRNA	c(t = -0.372598996797524)	0.946426178947452	0.713012657221362
gi|142976883|ref|NM_015715.3| Homo sapiens phospholipase A2, group III (PLA2G3), mRNA	c(t = 0.649655969435988)	0.898413397177349	0.523849646314916
gi|209529684|ref|NR_024209.1| Homo sapiens ring finger protein 185 (RNF185), transcript variant 4, non-coding RNA	c(t = -0.408012764205164)	0.944114518505574	0.687261591874351
gi|209529685|ref|NR_024210.1| Homo sapiens ring finger protein 185 (RNF185), transcript variant 5, non-coding RNA	c(t = 0.530508562242573)	0.914839559570677	0.601075833893693
gi|209529679|ref|NM_152267.3| Homo sapiens ring finger protein 185 (RNF185), transcript variant 1, mRNA	c(t = 4.47313431109813)	0.0402068585695289	0.000211244440820642
gi|209529682|ref|NM_001135825.1| Homo sapiens ring finger protein 185 (RNF185), transcript variant 3, mRNA	c(t = -1.76018673150339)	0.506585288196742	0.0926830745896855
gi|73390139|ref|NM_001031801.1| Homo sapiens LIM domain kinase 2 (LIMK2), transcript variant 1, mRNA	c(t = -0.306768445927513)	0.946426178947452	0.762444907733499
gi|209571506|ref|NM_001135911.1| Homo sapiens phosphoinositide-3-kinase interacting protein 1 (PIK3IP1), transcript variant 2, mRNA	c(t = 1.06661082111386)	0.768203869605877	0.298671206746943
gi|209571505|ref|NM_052880.4| Homo sapiens phosphoinositide-3-kinase interacting protein 1 (PIK3IP1), transcript variant 1, mRNA	c(t = 0.553821028292915)	0.914839559570677	0.585368884165898
gi|14670361|ref|NM_032050.1| Homo sapiens POZ (BTB) and AT hook containing zinc finger 1 (PATZ1), transcript variant 2, mRNA	c(t = -1.5081197573619)	0.631621597485621	0.149332601857371
gi|14670359|ref|NM_014323.2| Homo sapiens POZ (BTB) and AT hook containing zinc finger 1 (PATZ1), transcript variant 1, mRNA	c(t = -0.449600071219324)	0.934676219977778	0.658038249441448
gi|14670363|ref|NM_032051.1| Homo sapiens POZ (BTB) and AT hook containing zinc finger 1 (PATZ1), transcript variant 4, mRNA	c(t = 1.18293675244712)	0.726995002097005	0.249618533477053
gi|51093843|ref|NM_004147.3| Homo sapiens developmentally regulated GTP binding protein 1 (DRG1), mRNA	c(t = -0.276493906122397)	0.949312629310078	0.785179636499325
gi|256818793|ref|NM_019843.3| Homo sapiens eukaryotic translation initiation factor 4E nuclear import factor 1 (EIF4ENIF1), transcript variant 1, mRNA	c(t = -1.18766734999802)	0.726995002097005	0.247636728162359
gi|256818795|ref|NM_001164501.1| Homo sapiens eukaryotic translation initiation factor 4E nuclear import factor 1 (EIF4ENIF1), transcript variant 2, mRNA	c(t = -1.85310759682025)	0.486430081585105	0.0807393129960062
gi|385251383|ref|NM_001007467.2| Homo sapiens Sfi1 homolog, spindle assembly associated (yeast) (SFI1), transcript variant 1, mRNA	c(t = 0.256721008969829)	0.952578015344774	0.799779826803453
gi|385251389|ref|NM_001258327.1| Homo sapiens Sfi1 homolog, spindle assembly associated (yeast) (SFI1), transcript variant 5, mRNA	c(t = 0.763420166644267)	0.883629920587992	0.453870772628451
gi|34147578|ref|NM_014338.3| Homo sapiens phosphatidylserine decarboxylase (PISD), mRNA	c(t = -1.59007286760955)	0.577549959964541	0.126087996205382
gi|209969818|ref|NM_173566.2| Homo sapiens proline rich 14-like (PRR14L), mRNA	c(t = -0.329376874233251)	0.946426178947452	0.744986188453549
gi|339276027|ref|NM_001242896.1| Homo sapiens DEP domain containing 5 (DEPDC5), transcript variant 4, mRNA	c(t = 0.186402776175441)	0.958322479179748	0.854508948182804
gi|339276031|ref|NM_001136029.2| Homo sapiens DEP domain containing 5 (DEPDC5), transcript variant 3, mRNA	c(t = -1.0938631389656)	0.752814180546029	0.286095756880015
gi|7661723|ref|NM_015372.1| Homo sapiens chromosome 22 open reading frame 24 (C22orf24), mRNA	c(t = -0.00339494047854303)	0.999015505501605	0.99733239499089
gi|61744461|ref|NM_003405.3| Homo sapiens tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide (YWHAH), mRNA	c(t = 0.459502214366558)	0.932429456938785	0.650662236460815
gi|60592763|ref|NM_001010859.1| Homo sapiens chromosome 22 open reading frame 42 (C22orf42), mRNA	c(t = -1.4567450396917)	0.6516767670548	0.159780643410984
gi|227116305|ref|NM_001159545.1| Homo sapiens ret finger protein-like 2 (RFPL2), transcript variant 3, mRNA	c(t = 0.881232125039998)	0.838541263443464	0.387729374715403
gi|227116302|ref|NM_001098527.2| Homo sapiens ret finger protein-like 2 (RFPL2), transcript variant 2, mRNA	c(t = 1.24515941264917)	0.696262796755752	0.226803643076305
gi|227116307|ref|NM_001159546.1| Homo sapiens ret finger protein-like 2 (RFPL2), transcript variant 4, mRNA	c(t = -0.423365091173244)	0.944114518505574	0.676139774116726
gi|149408133|ref|NM_006604.2| Homo sapiens ret finger protein-like 3 (RFPL3), transcript variant 2, mRNA	c(t = -1.32869882324382)	0.671365259609464	0.198184764097774
gi|336594682|ref|NR_038918.1| Homo sapiens uncharacterized LOC339666 (LOC339666), non-coding RNA	c(t = -1.66143668180363)	0.552058102943898	0.110829413627937
gi|187936926|ref|NM_014306.4| Homo sapiens RNA 2',3'-cyclic phosphate and 5'-OH ligase (RTCB), mRNA	c(t = -1.0346581251292)	0.771393947848918	0.312070055959895
gi|229606121|ref|NM_174932.2| Homo sapiens BPI fold containing family C (BPIFC), mRNA	c(t = -2.17938593943872)	0.368279492168629	0.0425682075011025
